Symbol,log2FC,log2RPM,p-value,FDR,Current Symbol,Current FBgn
CG1647,-0.012881866,4.742687199,0.962779801,0.991422857,CG1647,FBgn0039602
CG14480,-0.014474462,3.822544931,0.963079347,0.991609452,CG14480,FBgn0034242
CG11033,-0.007690361,7.376898416,0.963180534,0.991609452,Kdm2,FBgn0037659
l-2-44DEa,-0.007810526,9.358615777,0.963609192,0.991836751,Acsl,FBgn0263120
CG5366,-0.009099501,6.407175151,0.963699771,0.991836751,Cand1,FBgn0027568
Neb-cGP,0.007275663,7.558951586,0.963739476,0.991836751,Neb-cGP,FBgn0083167
CG14286,0.034330315,2.157501599,0.963910351,0.991836751,CG14286,FBgn0038673
svr,0.008089876,7.5205464,0.964012875,0.991836751,svr,FBgn0004648
CG17370,0.01500706,5.221398806,0.964060052,0.991836751,SppL,FBgn0039381
E2f2,0.008342415,4.548794936,0.964727303,0.992286188,E2f2,FBgn0024371
Med,-0.007432511,6.446255672,0.964730997,0.992286188,Med,FBgn0011655
CG3358,-0.022867925,3.794737357,0.96482642,0.992286188,CG3358,FBgn0033117
fwd,-0.008631936,7.107028347,0.96504443,0.992319794,fwd,FBgn0004373
CDC45L,-0.016846799,3.885379045,0.965078782,0.992319794,CDC45L,FBgn0026143
CG6841,0.013570572,4.821757549,0.965576886,0.99271897,CG6841,FBgn0036828
CG5608,-0.013197202,4.775652683,0.966359009,0.993147674,CG5608,FBgn0038058
rictor,0.007962453,6.223621481,0.966379571,0.993147674,rictor,FBgn0031006
CG3165,0.012523911,4.049468976,0.966509999,0.993147674,CG3165,FBgn0031484
CG9226,0.013132464,4.04054863,0.966573525,0.993147674,WDR79,FBgn0031782
D12,-0.022484759,3.739169339,0.966691221,0.993147674,D12,FBgn0027490
CG13567,0.010692957,3.919146196,0.966716173,0.993147674,Not11,FBgn0034963
CG8600,0.009643881,5.573744572,0.966846176,0.993147674,"CG43780 , CG43781","FBgn0264302 , FBgn0264303"
Nup98,-0.009521435,6.451365509,0.966873344,0.993147674,Nup98-96,FBgn0039120
Apc2,0.013869264,2.480567655,0.967221275,0.993362584,Apc2,FBgn0026598
twf,-0.022945399,4.010771446,0.967302485,0.993362584,twf,FBgn0038206
pain,-0.006939777,6.441127887,0.967797476,0.993757945,pain,FBgn0060296
tko,0.008999293,4.121082028,0.968119172,0.993872275,tko,FBgn0003714
Hph,0.013164201,5.535216366,0.968128849,0.993872275,Hph,FBgn0264785
Prm,-0.026851396,4.819343332,0.968515209,0.994155937,Prm,FBgn0003149
RpS3A,-0.006317423,9.649457715,0.968700106,0.99423276,RpS3A,FBgn0017545
CG13889,0.008031015,5.607490852,0.969236325,0.994596936,CG13889,FBgn0035168
CG30000,-0.011734462,4.248364593,0.969316345,0.994596936,GstT1,FBgn0050000
CG5098,-0.004849135,6.132728575,0.969385214,0.994596936,CG5098,FBgn0034300
Tango13,-0.008056995,6.140542744,0.969640457,0.994745843,Tango13,FBgn0086674
CG9776,-0.005867033,7.062934787,0.969950002,0.994944588,CG9776,FBgn0027866
CG2316,0.006473975,7.863567212,0.970130001,0.994944588,CG2316,FBgn0039890
CG11752,-0.009269867,6.133342783,0.970164587,0.994944588,CG11752,FBgn0030292
CG32543,-0.005978312,5.106127711,0.970363609,0.995035737,CG42450,FBgn0259927
Cdk5,0.009478785,4.363052646,0.970498871,0.995061491,Cdk5,FBgn0013762
LpR2,-0.007177146,5.175128234,0.970736092,0.995191768,LpR2,FBgn0051092
CG10713,0.011015372,2.889746586,0.971312637,0.995669847,CG10713,FBgn0036360
CG14817,-0.009232498,5.286298517,0.971586692,0.995837778,CG14817,FBgn0026089
Su-P-,0.009932273,5.237341525,0.972357848,0.996422272,Su(P),FBgn0004465
CG16890,-0.010680683,4.39406371,0.972377546,0.996422272,CG16890,FBgn0028932
CG4596,-0.012162017,4.349479846,0.972769702,0.996711068,CG4596,FBgn0037849
CG14898,0.023467488,2.894919372,0.9730371,0.996871985,CG14898,FBgn0038437
CG1146,-0.023731207,3.918527329,0.973277035,0.997004733,CG1146,FBgn0035346
CG12219,-0.014751422,4.276131845,0.973696019,0.997235796,CG12219,FBgn0043796
RabX6,0.038890306,2.682197768,0.973723373,0.997235796,RabX6,FBgn0035155
CG30356,-0.034253715,2.742441285,0.974468896,0.997738472,CG30356,FBgn0050356
CG8152,0.015460848,2.910640128,0.974471225,0.997738472,CG8152,FBgn0034008
pr,-0.004626708,5.72693522,0.974705658,0.997738472,pr,FBgn0003141
CG13850,0.00980317,4.68312995,0.974742459,0.997738472,CG13850,FBgn0038961
CG1239,0.036593938,2.956627269,0.974766411,0.997738472,CG1239,FBgn0037368
l-2-k14505,0.015928419,4.63771815,0.974908189,0.997738555,l(2)k14505,FBgn0021856
Bx,-0.014016735,4.68741577,0.974987377,0.997738555,Bx,FBgn0265598
Not1,0.0052224,8.489710087,0.975275944,0.997815365,Not1,FBgn0085436
CG16812,0.008912756,4.650865373,0.975283337,0.997815365,CG16812,FBgn0032488
Cap-G,-0.011478755,4.686290369,0.975581427,0.998007316,Cap-G,FBgn0259876
cpa,-0.004577043,5.652679363,0.975805611,0.998032719,cpa,FBgn0034577
cdc14,-0.008485638,6.015042538,0.975955244,0.998032719,cdc14,FBgn0031952
CG32202,0.013771449,3.24926367,0.976000656,0.998032719,CG32202,FBgn0052202
mRpS18C,0.014620321,3.319391711,0.97604816,0.998032719,mRpS18C,FBgn0039765
CG3527,-0.024953072,3.314645962,0.976718319,0.998604945,CG3527,FBgn0029714
Mms19,-0.014003574,4.725006735,0.976860735,0.998605339,Mms19,FBgn0037301
Kul,-0.006377796,6.370082069,0.976939782,0.998605339,Kul,FBgn0039688
Pcaf,-0.006352791,6.020708663,0.97711386,0.998670281,Gcn5,FBgn0020388
CG10874,0.007402388,7.335437454,0.97731337,0.998688161,CG10874,FBgn0031395
Aos1,-0.008742662,4.910728483,0.97735245,0.998688161,Aos1,FBgn0029512
CG16892,-0.008638362,3.407862607,0.977833762,0.999066976,CG16892,FBgn0030122
CG5414,0.018462936,3.403276225,0.977955585,0.999078453,CG5414,FBgn0036569
l-2-05714,0.02022229,3.099672252,0.97819427,0.999209298,l(2)05714,FBgn0010607
CG32108,-0.010918191,3.493461168,0.978512572,0.999353426,CG42588,FBgn0260965
CG6734,0.007556321,5.780972888,0.978567492,0.999353426,CG6734,FBgn0032395
lok,0.010121202,3.310219557,0.978676727,0.999353426,lok,FBgn0019686
Ca-P60A,-0.006302421,9.169257846,0.978777851,0.999353426,Ca-P60A,FBgn0263006
Tina-1,-0.004161264,9.911665193,0.979064335,0.999532964,Tina-1,FBgn0035083
RpI135,0.003319584,3.466595106,0.979350846,0.999712491,RpI135,FBgn0003278
