batch	genotype	stage	n_counts	n_genes	PN_type	MARS	HDBSCAN	MARS_2way_matched	MARS_2way_matched_PN_type	lineage	X24h_HDBSCAN	matched_type_with_stage	mannually_matched	cell
3	GH146-GFP	adult	3655441	1400	APL	15	34	nan	nan	APL	na	APL: adult	APL	PN_adult_GH146_P2_E15
3	GH146-GFP	adult	4349372	2423	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_E16
3	GH146-GFP	adult	1739599	1395	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_E19
3	GH146-GFP	adult	350942	1663	nan	19	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_E20
3	GH146-GFP	adult	2504525	1723	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_E2
3	GH146-GFP	adult	3812205	2762	DL1	4	56	8	DL1	adPN	na	DL1: adult	DL1	PN_adult_GH146_P2_E3
3	GH146-GFP	adult	5744348	2201	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_E6
3	GH146-GFP	adult	5485223	2140	nan	26	44	nan	nan	APL	na	nan: adult	nan	PN_adult_GH146_P2_F11
3	GH146-GFP	adult	8344522	3119	VM7 or VM5v #1	18	56	28	VM7 or VM5v #2		na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P2_F12
3	GH146-GFP	adult	5451177	2059	nan	26	40	nan	nan	APL	na	nan: adult	nan	PN_adult_GH146_P2_F13
3	GH146-GFP	adult	2898844	3435	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_F14
3	GH146-GFP	adult	3296440	1475	nan	2	61	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_F19
3	GH146-GFP	adult	505130	3229	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P2_F1
3	GH146-GFP	adult	1595301	1223	nan	2	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_F20
3	GH146-GFP	adult	5898975	1904	nan	9	49	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_F21
3	GH146-GFP	adult	3232307	1703	nan	12	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_F4
3	GH146-GFP	adult	2195291	1872	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P2_F7
3	GH146-GFP	adult	4532811	2270	VM7 or VM5v #1	19	56	nan	nan	adPN	na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P2_F8
3	GH146-GFP	adult	1931880	1494	vPN	20	11	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P2_G12
3	GH146-GFP	adult	5301323	1977	nan	5	-1	23	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_G17
3	GH146-GFP	adult	5169153	2080	nan	15	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_G9
3	GH146-GFP	adult	2076356	1037	nan	10	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_H11
3	GH146-GFP	adult	1782019	1892	MARS_5	0	23	nan	nan	adPN	na	MARS_5: adult	MARS_5	PN_adult_GH146_P2_H13
3	GH146-GFP	adult	6108447	1627	nan	24	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_H18
3	GH146-GFP	adult	1288387	1651	nan	19	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_H20
3	GH146-GFP	adult	2632064	1461	nan	2	-1	nan	nan		na	nan: adult	nan	PN_adult_GH146_P2_H22
3	GH146-GFP	adult	3768068	896	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_H4
3	GH146-GFP	adult	3023192	3582	MARS_19	22	56	19	MARS_19	adPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P2_H5
3	GH146-GFP	adult	5549334	1668	vPN	20	11	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P2_I14
3	GH146-GFP	adult	8937426	3307	vPN	12	4	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P2_I18
3	GH146-GFP	adult	5890504	1853	nan	24	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_I22
3	GH146-GFP	adult	2891294	2816	nan	19	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_I23
3	GH146-GFP	adult	273629	2479	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_I5
3	GH146-GFP	adult	3443598	1660	nan	19	-1	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_I7
3	GH146-GFP	adult	1563924	1252	nan	15	44	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_J15
3	GH146-GFP	adult	1080160	1254	APL	15	35	nan	nan	vPN	na	APL: adult	APL	PN_adult_GH146_P2_J17
3	GH146-GFP	adult	4115312	1809	nan	10	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_J18
3	GH146-GFP	adult	5959382	2473	nan	3	56	6	VA1v	adPN	na	nan: adult	nan	PN_adult_GH146_P2_J23
3	GH146-GFP	adult	1820350	2548	VA6	25	56	0	VA6	adPN	na	nan: adult	nan	PN_adult_GH146_P2_J24
3	GH146-GFP	adult	7483592	2575	DA1	6	60	15	DA1_fru+	lPN	na	DA1: adult	DA1	PN_adult_GH146_P2_J4
3	GH146-GFP	adult	1630699	2078	nan	24	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_J9
3	GH146-GFP	adult	7100379	2737	DC3 and VA1d	27	56	12	D	lPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_K16
3	GH146-GFP	adult	3089120	1771	nan	5	57	23	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_K22
3	GH146-GFP	adult	902374	1581	vPN	20	11	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P2_K6
3	GH146-GFP	adult	3250256	2535	nan	27	56	12	D	lPN	na	nan: adult	nan	PN_adult_GH146_P2_K9
3	GH146-GFP	adult	2392274	1609	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_L10
3	GH146-GFP	adult	8738580	3168	MARS_19	22	56	19	MARS_19	adPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P2_L15
3	GH146-GFP	adult	3204454	1271	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_L19
3	GH146-GFP	adult	3166077	2020	DC3 and VA1d	7	-1	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_L20
3	GH146-GFP	adult	538226	2919	DM6	18	56	28	VM7 or VM5v #2	adPN	na	DM6: adult	DM6	PN_adult_GH146_P2_L3
3	GH146-GFP	adult	256026	1466	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_M12
3	GH146-GFP	adult	5066512	1893	nan	5	-1	23	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_M14
3	GH146-GFP	adult	5994952	3468	D	27	56	12	D	adPN	na	D: adult	D	PN_adult_GH146_P2_M17
3	GH146-GFP	adult	4642972	2395	VM7 or VM5v #1	18	56	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P2_M1
3	GH146-GFP	adult	6504361	2046	nan	10	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_M22
3	GH146-GFP	adult	1934492	578	nan	14	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P2_M4
3	GH146-GFP	adult	4772018	1865	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_M6
3	GH146-GFP	adult	3821266	1369	APL	15	35	nan	nan	APL	na	APL: adult	APL	PN_adult_GH146_P2_N13
3	GH146-GFP	adult	2773038	1146	APL	15	35	nan	nan	vPN	na	APL: adult	APL	PN_adult_GH146_P2_N15
3	GH146-GFP	adult	2537313	1873	nan	19	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_N18
3	GH146-GFP	adult	6258870	1669	APL	15	34	nan	nan	APL	na	APL: adult	APL	PN_adult_GH146_P2_N22
3	GH146-GFP	adult	6617711	2277	nan	2	60	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P2_N24
3	GH146-GFP	adult	2395681	2274	MARS_25	16	56	25	MARS_25		na	MARS_25: adult	MARS_25	PN_adult_GH146_P2_N5
3	GH146-GFP	adult	2992470	2870	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P2_N7
3	GH146-GFP	adult	1252659	2363	nan	23	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_O11
3	GH146-GFP	adult	6100122	3133	nan	6	-1	15	DA1_fru+	lPN	na	nan: adult	nan	PN_adult_GH146_P2_O12
3	GH146-GFP	adult	3804820	2159	nan	19	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P2_O13
3	GH146-GFP	adult	1415661	2600	nan	3	56	6	VA1v	adPN	na	nan: adult	nan	PN_adult_GH146_P2_O24
3	GH146-GFP	adult	5394013	3867	VA1v	3	56	6	VA1v	adPN	na	VA1v: adult	VA1v	PN_adult_GH146_P2_O5
3	GH146-GFP	adult	5518411	3526	VA1v	3	56	6	VA1v	adPN	na	VA1v: adult	VA1v	PN_adult_GH146_P2_O6
3	GH146-GFP	adult	472331	1730	nan	21	-1	nan	nan		na	nan: adult	nan	PN_adult_GH146_P2_P17
3	GH146-GFP	adult	8841457	3091	D	27	56	12	D	adPN	na	D: adult	D	PN_adult_GH146_P2_P2
3	GH146-GFP	adult	1415584	2665	VM7 or VM5v #1	19	56	nan	nan	adPN	na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P2_P3
3	GH146-GFP	adult	2748085	4940	DM6	23	56	nan	nan	adPN	na	DM6: adult	DM6	PN_adult_GH146_P3_A11
3	GH146-GFP	adult	7051524	3258	VM7 or VM5v #1	19	56	nan	nan	adPN	na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P3_A12
3	GH146-GFP	adult	5502891	3241	VM7 or VM5v #1	18	56	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P3_A16
3	GH146-GFP	adult	305861	1326	APL	15	35	nan	nan	vPN	na	APL: adult	APL	PN_adult_GH146_P3_A1
3	GH146-GFP	adult	1055269	1332	nan	2	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_A23
3	GH146-GFP	adult	3257086	3263	D	27	56	12	D	adPN	na	D: adult	D	PN_adult_GH146_P3_A6
3	GH146-GFP	adult	2241372	1773	nan	5	-1	23	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_A9
3	GH146-GFP	adult	1509043	1323	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_B12
3	GH146-GFP	adult	711495	668	nan	14	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_B13
3	GH146-GFP	adult	250638	636	nan	14	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_B16
3	GH146-GFP	adult	1075181	1043	nan	2	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_B17
3	GH146-GFP	adult	6837012	1860	nan	2	60	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_B23
3	GH146-GFP	adult	2836422	3000	VC2	17	-1	16	VC2	lPN	na	VC2: adult	VC2	PN_adult_GH146_P3_B24
3	GH146-GFP	adult	5135179	3315	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P3_B7
3	GH146-GFP	adult	8183475	2159	nan	6	60	15	DA1_fru+	lPN	na	nan: adult	nan	PN_adult_GH146_P3_C11
3	GH146-GFP	adult	10266111	3334	VM2	18	56	28	VM7 or VM5v #2		na	VM2: adult	VM2	PN_adult_GH146_P3_C12
3	GH146-GFP	adult	3548405	1504	VM7 or VM5v #2	19	56	nan	nan	adPN	na	VM7 or VM5v #2: adult	VM7 or VM5v #2	PN_adult_GH146_P3_C20
3	GH146-GFP	adult	3329041	1953	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_C5
3	GH146-GFP	adult	3061875	2774	MARS_19	22	56	19	MARS_19	adPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P3_C7
3	GH146-GFP	adult	2758067	1864	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P3_C8
3	GH146-GFP	adult	6334086	3051	MARS_19	22	-1	19	MARS_19	adPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P3_D11
3	GH146-GFP	adult	997502	648	nan	14	44	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_D13
3	GH146-GFP	adult	3822420	1416	nan	2	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_D14
3	GH146-GFP	adult	3197260	1963	nan	15	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_D1
3	GH146-GFP	adult	9709556	2340	vPN	11	2	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P3_D24
3	GH146-GFP	adult	3718766	1617	nan	19	-1	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P3_D4
3	GH146-GFP	adult	7866963	1889	vPN	11	2	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P3_D5
3	GH146-GFP	adult	5106465	2098	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P3_D8
3	GH146-GFP	adult	3829782	1464	nan	21	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_E12
3	GH146-GFP	adult	1194619	1815	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_E1
3	GH146-GFP	adult	6920727	2192	vPN	20	11	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P3_E20
3	GH146-GFP	adult	8853780	2720	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P3_E22
3	GH146-GFP	adult	276152	1971	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P3_E6
3	GH146-GFP	adult	913264	1848	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P3_E9
3	GH146-GFP	adult	118457	2717	VC2	17	56	16	VC2	lPN	na	VC2: adult	VC2	PN_adult_GH146_P3_F14
3	GH146-GFP	adult	9937274	2088	DA1	6	-1	15	DA1_fru+	lPN	na	DA1: adult	DA1	PN_adult_GH146_P3_F16
3	GH146-GFP	adult	8264497	1763	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_F19
3	GH146-GFP	adult	2203028	696	nan	14	44	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_F20
3	GH146-GFP	adult	2105515	602	APL	14	14	nan	nan	vPN	na	APL: adult	APL	PN_adult_GH146_P3_F5
3	GH146-GFP	adult	2817021	1010	nan	14	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_G12
3	GH146-GFP	adult	4963207	2208	nan	19	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P3_G13
3	GH146-GFP	adult	3481851	1470	VA6	25	56	0	VA6		na	nan: adult	nan	PN_adult_GH146_P3_G15
3	GH146-GFP	adult	3779785	1684	nan	2	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_G17
3	GH146-GFP	adult	10315977	2298	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P3_G21
3	GH146-GFP	adult	849052	1527	nan	5	-1	23	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_H13
3	GH146-GFP	adult	14059092	2793	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P3_H18
3	GH146-GFP	adult	3083139	2184	vPN	12	5	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P3_H21
3	GH146-GFP	adult	2148957	1270	nan	14	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_I19
3	GH146-GFP	adult	12283845	2406	DC3 and VA1d	7	56	10	VA1d	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P3_J14
3	GH146-GFP	adult	1109976	859	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_J18
3	GH146-GFP	adult	8512570	1787	nan	9	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_K15
3	GH146-GFP	adult	1460472	640	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_K18
3	GH146-GFP	adult	1420334	3521	VA1v	3	56	6	VA1v	adPN	na	VA1v: adult	VA1v	PN_adult_GH146_P3_K1
3	GH146-GFP	adult	5758121	1860	nan	2	60	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_K21
3	GH146-GFP	adult	981623	2686	VC2	17	56	16	VC2	lPN	na	VC2: adult	VC2	PN_adult_GH146_P3_K23
3	GH146-GFP	adult	6341412	2890	nan	23	56	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P3_K24
3	GH146-GFP	adult	4786228	3426	DM6	27	56	12	D	adPN	na	DM6: adult	DM6	PN_adult_GH146_P3_K2
3	GH146-GFP	adult	2325585	2116	vPN	26	42	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P3_L17
3	GH146-GFP	adult	649512	540	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_L19
3	GH146-GFP	adult	5705763	2908	VC2	17	56	16	VC2	lPN	na	VC2: adult	VC2	PN_adult_GH146_P3_L21
3	GH146-GFP	adult	1874910	1954	vPN	11	-1	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P3_L23
3	GH146-GFP	adult	4435404	1171	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_M10
3	GH146-GFP	adult	9620965	2219	VM7 or VM5v #2	19	56	nan	nan		na	VM7 or VM5v #2: adult	VM7 or VM5v #2	PN_adult_GH146_P3_M22
3	GH146-GFP	adult	3968033	1022	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_N10
3	GH146-GFP	adult	1009513	902	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P3_N19
3	GH146-GFP	adult	8062310	2518	vPN	11	2	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P3_N24
3	GH146-GFP	adult	4083174	1781	VC2	17	56	16	VC2	lPN	na	VC2: adult	VC2	PN_adult_GH146_P3_O12
3	GH146-GFP	adult	1133346	3185	VA1v	3	56	6	VA1v	adPN	na	VA1v: adult	VA1v	PN_adult_GH146_P3_O24
3	GH146-GFP	adult	391168	1538	VM7 or VM5v #2	19	56	nan	nan	adPN	na	VM7 or VM5v #2: adult	VM7 or VM5v #2	PN_adult_GH146_P3_O7
3	GH146-GFP	adult	1946805	2151	MARS_25	16	56	25	MARS_25		na	MARS_25: adult	MARS_25	PN_adult_GH146_P3_P15
3	GH146-GFP	adult	5388133	3312	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P3_P20
3	GH146-GFP	adult	867165	1718	VM7 or VM5v #2	19	56	nan	nan	adPN	na	VM7 or VM5v #2: adult	VM7 or VM5v #2	PN_adult_GH146_P3_P23
3	GH146-GFP	adult	1540417	2567	VM7 or VM5v #1	18	56	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P4_A13
3	GH146-GFP	adult	1630379	3243	nan	3	56	6	VA1v	adPN	na	nan: adult	nan	PN_adult_GH146_P4_A14
3	GH146-GFP	adult	1222492	2886	nan	5	61	23	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P4_A16
3	GH146-GFP	adult	471059	3311	VM7 or VM5v #1	18	56	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #1: adult	VM7 or VM5v #1	PN_adult_GH146_P4_A21
3	GH146-GFP	adult	894385	1423	nan	15	-1	nan	nan	APL	na	nan: adult	nan	PN_adult_GH146_P4_A6
3	GH146-GFP	adult	3970068	2673	nan	6	60	15	DA1_fru+	lPN	na	nan: adult	nan	PN_adult_GH146_P4_A7
3	GH146-GFP	adult	1556125	3455	DA1	6	60	15	DA1_fru+	lPN	na	DA1: adult	DA1	PN_adult_GH146_P4_A8
3	GH146-GFP	adult	3034236	1974	MARS_25	16	-1	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P4_B12
3	GH146-GFP	adult	1877092	3292	nan	26	40	nan	nan	APL	na	nan: adult	nan	PN_adult_GH146_P4_B16
3	GH146-GFP	adult	643500	2690	DA1	6	60	15	DA1_fru+	lPN	na	DA1: adult	DA1	PN_adult_GH146_P4_B19
3	GH146-GFP	adult	1245117	2622	DC3 and VA1d	23	56	nan	nan	adPN	na	DC3 and VA1d: adult	DC3 and VA1d	PN_adult_GH146_P4_B1
3	GH146-GFP	adult	1662195	2774	vPN	26	45	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P4_B21
3	GH146-GFP	adult	1083898	2486	MARS_5	0	23	nan	nan	adPN	na	MARS_5: adult	MARS_5	PN_adult_GH146_P4_B22
3	GH146-GFP	adult	469869	1841	nan	24	-1	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P4_B3
3	GH146-GFP	adult	824733	1758	nan	10	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P4_B4
3	GH146-GFP	adult	3841948	2386	MARS_19	22	-1	19	MARS_19	lPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P4_B5
3	GH146-GFP	adult	3121437	1904	nan	15	42	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P4_B7
3	GH146-GFP	adult	2805998	2563	nan	26	-1	nan	nan	APL	na	nan: adult	nan	PN_adult_GH146_P4_B9
3	GH146-GFP	adult	3829764	3589	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P4_C10
3	GH146-GFP	adult	837208	2167	VM2	18	56	28	VM7 or VM5v #2	adPN	na	VM2: adult	VM2	PN_adult_GH146_P4_C14
3	GH146-GFP	adult	239130	2259	MARS_25	16	56	25	MARS_25	adPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P4_C5
3	GH146-GFP	adult	3194538	2612	nan	24	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P4_C8
3	GH146-GFP	adult	2847145	3175	DA1	6	60	15	DA1_fru+	lPN	na	DA1: adult	DA1	PN_adult_GH146_P4_D10
3	GH146-GFP	adult	1460139	4931	MARS_19	22	56	19	MARS_19	adPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P4_D17
3	GH146-GFP	adult	1866214	1456	nan	10	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P4_D1
3	GH146-GFP	adult	2952544	2035	MARS_19	22	-1	19	MARS_19		na	MARS_19: adult	MARS_19	PN_adult_GH146_P4_D21
3	GH146-GFP	adult	2484190	2010	vPN	12	4	nan	nan	vPN	na	vPN: adult	vPN	PN_adult_GH146_P4_D23
3	GH146-GFP	adult	1955564	2390	nan	6	60	15	DA1_fru+	lPN	na	nan: adult	nan	PN_adult_GH146_P4_D2
3	GH146-GFP	adult	1292579	2070	nan	24	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P4_D4
3	GH146-GFP	adult	1758117	1405	nan	2	-1	nan	nan		na	nan: adult	nan	PN_adult_GH146_P4_E13
3	GH146-GFP	adult	2478888	3294	MARS_25	16	56	25	MARS_25	lPN	na	MARS_25: adult	MARS_25	PN_adult_GH146_P4_E18
3	GH146-GFP	adult	2842935	2626	VA6	25	-1	0	VA6	adPN	na	nan: adult	nan	PN_adult_GH146_P4_E1
3	GH146-GFP	adult	1277584	1874	nan	5	-1	23	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P4_E3
3	GH146-GFP	adult	1921762	1269	APL	15	35	nan	nan	vPN	na	APL: adult	APL	PN_adult_GH146_P4_E9
3	GH146-GFP	adult	1772053	2400	nan	20	3	nan	nan		na	nan: adult	nan	PN_adult_GH146_P4_F12
3	GH146-GFP	adult	948005	2184	nan	19	56	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P4_F13
3	GH146-GFP	adult	2410138	2042	VA1v	3	56	6	VA1v	adPN	na	VA1v: adult	VA1v	PN_adult_GH146_P4_F15
3	GH146-GFP	adult	3090880	2377	nan	6	60	15	DA1_fru+	lPN	na	nan: adult	nan	PN_adult_GH146_P4_G14
3	GH146-GFP	adult	2929289	1778	nan	24	56	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P4_G15
3	GH146-GFP	adult	1619894	1668	VM7 or VM5v #2	19	56	nan	nan	adPN	na	VM7 or VM5v #2: adult	VM7 or VM5v #2	PN_adult_GH146_P4_G19
3	GH146-GFP	adult	1029479	914	nan	14	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P4_G1
3	GH146-GFP	adult	1959531	3596	MARS_19	22	56	19	MARS_19	adPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P4_G20
3	GH146-GFP	adult	3255157	2244	VA6	25	-1	0	VA6	adPN	na	nan: adult	nan	PN_adult_GH146_P4_G22
3	GH146-GFP	adult	1638162	1784	nan	6	60	15	DA1_fru+	lPN	na	nan: adult	nan	PN_adult_GH146_P4_G23
3	GH146-GFP	adult	1258320	678	nan	14	45	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P4_G24
3	GH146-GFP	adult	2499142	2514	MARS_2	8	49	2	MARS_2	lPN	na	MARS_2: adult	MARS_2	PN_adult_GH146_P4_H11
3	GH146-GFP	adult	1185745	567	nan	14	-1	nan	nan	vPN	na	nan: adult	nan	PN_adult_GH146_P4_H16
3	GH146-GFP	adult	1562690	1705	nan	19	-1	nan	nan	adPN	na	nan: adult	nan	PN_adult_GH146_P4_H18
3	GH146-GFP	adult	2065203	1577	nan	24	56	nan	nan	lPN	na	nan: adult	nan	PN_adult_GH146_P4_H19
3	GH146-GFP	adult	2534745	1819	nan	2	-1	nan	nan		na	nan: adult	nan	PN_adult_GH146_P4_H22
3	GH146-GFP	adult	242608	3194	MARS_19	22	56	19	MARS_19	adPN	na	MARS_19: adult	MARS_19	PN_adult_GH146_P4_H7
3	GH146-GFP	adult	2025635	2694	D	27	56	12	D	adPN	na	D: adult	D	PN_adult_GH146_P4_I10
3	GH146-GFP	adult	2785387	1955	VC2	17	-1	16	VC2	lPN	na	VC2: adult	VC2	PN_adult_GH146_P4_I11
3	GH146-GFP	adult	1074394	1703	D	24	56	nan	nan	adPN	na	D: adult	D	PN_adult_GH146_P4_I17
3	GH146-GFP	adult	2821736	2474	VC2	17	56	16	VC2	lPN	na	VC2: adult	VC2	PN_adult_GH146_P4_I3
